,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_min_child_samples,param_n_estimators,param_num_leaves,param_reg_lambda,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
3475,10.14253979921341,0.6431439428582801,0.00875002145767212,0.0008296533101744981,0.8,0.01,6,20,400,45,0.0,0.85,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'min_child_samples': 20, 'n_estimators': 400, 'num_leaves': 45, 'reg_lambda': 0.0, 'subsample': 0.85}",0.9823691049025824,0.985189812413243,0.9865912834128454,0.9901197306558291,0.986067482846125,0.002790312892266116,8152
3476,10.05923479795456,0.5871054404239602,0.00849980115890503,0.0005005007203564966,0.8,0.01,6,20,400,45,0.0,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'min_child_samples': 20, 'n_estimators': 400, 'num_leaves': 45, 'reg_lambda': 0.0, 'subsample': 1.0}",0.9823691049025824,0.985189812413243,0.9865912834128454,0.9901197306558291,0.986067482846125,0.002790312892266116,8152
3477,6.552021086215973,0.5256952303553081,0.006999373435974121,0.0007069713223511369,0.8,0.01,6,20,400,45,0.1,0.7,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'min_child_samples': 20, 'n_estimators': 400, 'num_leaves': 45, 'reg_lambda': 0.1, 'subsample': 0.7}",0.9816637323068047,0.985189812413243,0.9865912834128454,0.9908253956395601,0.9860675559431133,0.0032815935672922745,8143
3478,6.312594354152679,0.3345279858826197,0.007000088691711426,0.0012257755179343089,0.8,0.01,6,20,400,45,0.1,0.85,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'min_child_samples': 20, 'n_estimators': 400, 'num_leaves': 45, 'reg_lambda': 0.1, 'subsample': 0.85}",0.9816637323068047,0.985189812413243,0.9865912834128454,0.9908253956395601,0.9860675559431133,0.0032815935672922745,8143
3479,6.811707437038422,0.6131130490128799,0.010251283645629883,0.004493991467333536,0.8,0.01,6,20,400,45,0.1,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'min_child_samples': 20, 'n_estimators': 400, 'num_leaves': 45, 'reg_lambda': 0.1, 'subsample': 1.0}",0.9816637323068047,0.985189812413243,0.9865912834128454,0.9908253956395601,0.9860675559431133,0.0032815935672922745,8143
3480,6.248212575912476,0.4736515288753621,0.00824892520904541,0.0008293119534142836,0.8,0.01,6,20,400,45,0.3,0.7,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'min_child_samples': 20, 'n_estimators': 400, 'num_leaves': 45, 'reg_lambda': 0.3, 'subsample': 0.7}",0.980958633294789,0.9851900481181693,0.9858856106938662,0.988002225333439,0.9850091293600659,0.002557640172413782,8347
3481,6.402416408061981,0.507907212241373,0.007501482963562012,0.0004981759062905646,0.8,0.01,6,20,400,45,0.3,0.85,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'min_child_samples': 20, 'n_estimators': 400, 'num_leaves': 45, 'reg_lambda': 0.3, 'subsample': 0.85}",0.980958633294789,0.9851900481181693,0.9858856106938662,0.988002225333439,0.9850091293600659,0.002557640172413782,8347
3482,6.040606498718262,0.1703667050174792,0.00750046968460083,0.0004995467341069519,0.8,0.01,6,20,400,45,0.3,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'min_child_samples': 20, 'n_estimators': 400, 'num_leaves': 45, 'reg_lambda': 0.3, 'subsample': 1.0}",0.980958633294789,0.9851900481181693,0.9858856106938662,0.988002225333439,0.9850091293600659,0.002557640172413782,8347
3483,7.036708295345306,0.6968074943190492,0.012501299381256104,0.005589600833360831,0.8,0.01,6,20,600,15,0.0,0.7,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'min_child_samples': 20, 'n_estimators': 600, 'num_leaves': 15, 'reg_lambda': 0.0, 'subsample': 0.7}",0.9823684735375408,0.9866005197259626,0.9880026077606279,0.9894139180456464,0.9865963797674444,0.002635868326854586,7966
3484,6.264208614826202,0.15594603648194813,0.008876621723175049,0.0007389958829842147,0.8,0.01,6,20,600,15,0.0,0.85,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'min_child_samples': 20, 'n_estimators': 600, 'num_leaves': 15, 'reg_lambda': 0.0, 'subsample': 0.85}",0.9823684735375408,0.9866005197259626,0.9880026077606279,0.9894139180456464,0.9865963797674444,0.002635868326854586,7966
